GID	SYMBOL	GENENAME
3831	VaccDscaff20-augustus-gene-162.15	PHD finger protein MALE
3832	VaccDscaff20-snap-gene-162.18	IAA-ALANINE RESISTANCE protein
3833	VaccDscaff20-snap-gene-162.21	Clathrin assembly protein
3834	VaccDscaff20-processed-gene-162.6	Protein BASIC PENTACYSTEINE2-like
3835	VaccDscaff20-augustus-gene-163.20	Protein SHOOT GRAVITROPISM
3836	VaccDscaff20-processed-gene-163.6	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
3837	VaccDscaff20-augustus-gene-163.22	oxidoreductase activity
3838	VaccDscaff20-augustus-gene-164.23	D-galacturonate reductase-like
3839	VaccDscaff20-augustus-gene-165.13	Non-functional NADPH-dependent codeinone reductase 2-like
3840	VaccDscaff20-snap-gene-165.17	Sodium hydrogen exchanger
3841	VaccDscaff20-processed-gene-165.7	Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family
3842	VaccDscaff20-augustus-gene-166.14	Protease inhibitor/seed storage/LTP family
3843	VaccDscaff20-augustus-gene-166.15	Belongs to the group II decarboxylase family
3844	VaccDscaff20-processed-gene-166.5	Belongs to the group II decarboxylase family
3845	VaccDscaff20-augustus-gene-166.13	-
3846	VaccDscaff20-augustus-gene-167.16	SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD H box
3847	VaccDscaff20-snap-gene-167.19	Protein NRT1 PTR FAMILY
3848	VaccDscaff20-augustus-gene-167.17	Zinc finger protein
3849	VaccDscaff20-augustus-gene-168.14	-
3850	VaccDscaff20-augustus-gene-168.13	Protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS
3851	VaccDscaff20-snap-gene-168.21	MYB family transcription factor
3852	VaccDscaff20-snap-gene-169.23	Protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS
3853	VaccDscaff20-augustus-gene-170.21	Zinc finger protein
3854	VaccDscaff20-snap-gene-170.26	SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD H box
3855	VaccDscaff20-augustus-gene-171.25	transcription factor
3856	VaccDscaff20-augustus-gene-172.34	UBX domain-containing protein
3857	VaccDscaff20-snap-gene-172.40	Exosome complex component
3858	VaccDscaff20-augustus-gene-173.17	Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily
3859	VaccDscaff20-processed-gene-173.8	YL1 nuclear protein
3860	VaccDscaff20-augustus-gene-174.23	superfamily. Protein
3861	VaccDscaff20-snap-gene-174.26	BEST Arabidopsis thaliana protein match is P-loop containing nucleoside triphosphate hydrolases superfamily protein (TAIR
3862	VaccDscaff20-augustus-gene-174.20	superfamily. Protein
3863	VaccDscaff20-processed-gene-174.5	Tetratricopeptide repeat
3864	VaccDscaff20-augustus-gene-175.23	Zinc finger CCCH domain-containing protein
3865	VaccDscaff20-snap-gene-175.31	General transcription factor IIE subunit
3866	VaccDscaff20-snap-gene-176.42	Protein kinase C conserved region 2 (CalB)
3867	VaccDscaff20-augustus-gene-176.33	Aldo/keto reductase family
3868	VaccDscaff20-snap-gene-176.39	Tobamovirus multiplication protein
3869	VaccDscaff20-snap-gene-178.19	Peroxisome biogenesis protein
3870	VaccDscaff20-augustus-gene-179.18	Cell division cycle and apoptosis regulator protein
3871	VaccDscaff20-snap-gene-179.24	Oxygen evolving enhancer protein 3 (PsbQ)
3872	VaccDscaff20-augustus-gene-180.37	Inactive leucine-rich repeat receptor-like serine threonine-protein kinase
3873	VaccDscaff20-processed-gene-180.6	Belongs to the UDP-glycosyltransferase family
3874	VaccDscaff20-processed-gene-181.8	Belongs to the UDP-glycosyltransferase family
3875	VaccDscaff20-augustus-gene-181.33	TIMELESS-interacting protein
3876	VaccDscaff20-augustus-gene-182.16	Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)
3877	VaccDscaff20-processed-gene-183.14	Phytosulfokine receptor
3878	VaccDscaff20-snap-gene-185.36	ENHANCER OF AG-4 protein
3879	VaccDscaff20-augustus-gene-186.20	negative regulation of inclusion body assembly
3880	VaccDscaff20-augustus-gene-187.22	nucleolin
3881	VaccDscaff20-augustus-gene-188.22	Belongs to the AAA ATPase family
3882	VaccDscaff20-processed-gene-188.17	Acid phosphatase homologues
3883	VaccDscaff20-snap-gene-189.45	isoform X1
3884	VaccDscaff20-snap-gene-190.23	serine threonine-protein kinase
3885	VaccDscaff20-augustus-gene-191.33	May participate in a complex which severs microtubules in an ATP-dependent manner. Microtubule severing may promote rapid reorganization of cellular microtubule arrays
3886	VaccDscaff20-snap-gene-191.35	May participate in a complex which severs microtubules in an ATP-dependent manner. Microtubule severing may promote rapid reorganization of cellular microtubule arrays
3887	VaccDscaff20-snap-gene-196.36	O-acetyltransferase family
3888	VaccDscaff20-augustus-gene-197.51	Clathrin adaptor complex small chain
3889	VaccDscaff20-processed-gene-197.14	BEST Arabidopsis thaliana protein match is Kinase-related
3890	VaccDscaff20-snap-gene-198.23	Carboxyl-terminal-processing
3891	VaccDscaff20-processed-gene-198.14	Pathogenesis-related genes transcriptional activator
3892	VaccDscaff20-augustus-gene-199.26	Possibly involved in carbohydrate binding
3893	VaccDscaff20-snap-gene-199.30	isoform X1
3894	VaccDscaff20-snap-gene-200.29	Regulatory photoreceptor which exists in two forms that are reversibly interconvertible by light the Pr form that absorbs maximally in the red region of the spectrum and the Pfr form that absorbs maximally in the far-red region
3895	VaccDscaff20-snap-gene-200.30	CTD small phosphatase-like protein
3896	VaccDscaff20-snap-gene-200.33	Mei2-like
3897	VaccDscaff20-snap-gene-201.29	Translation initiation factor
3898	VaccDscaff20-augustus-gene-201.27	Transcription factor
3899	VaccDscaff20-augustus-gene-201.28	Peptidase inhibitor I9
3900	VaccDscaff20-processed-gene-203.10	Belongs to the 'GDSL' lipolytic enzyme family
3901	VaccDscaff20-snap-gene-203.33	Belongs to the 'GDSL' lipolytic enzyme family
3902	VaccDscaff20-processed-gene-204.0	Floral homeotic protein AGAMOUS
3903	VaccDscaff20-snap-gene-204.36	Serine threonine protein kinase
3904	VaccDscaff20-augustus-gene-204.32	Cyclic phosphodiesterase-like
3905	VaccDscaff20-snap-gene-205.31	Protein NRT1 PTR FAMILY
3906	VaccDscaff20-augustus-gene-206.26	LRR receptor-like serine threonine-protein kinase At1g07650
3907	VaccDscaff20-augustus-gene-207.31	Adipose-regulatory protein, Seipin
3908	VaccDscaff20-augustus-gene-207.33	Belongs to the MIP aquaporin (TC 1.A.8) family
3909	VaccDscaff20-snap-gene-207.36	LRR receptor-like serine threonine-protein kinase RFK1
3910	VaccDscaff20-snap-gene-208.41	Protein of unknown function (DUF1084)
3911	VaccDscaff20-snap-gene-208.42	transcription factor
3912	VaccDscaff20-augustus-gene-209.29	Protein of unknown function (DUF616)
3913	VaccDscaff20-snap-gene-209.35	Katanin p60 ATPase-containing subunit A-like 2
3914	VaccDscaff20-snap-gene-210.31	Belongs to the terpene cyclase mutase family
3915	VaccDscaff20-snap-gene-210.34	Calcyclin-binding
3916	VaccDscaff20-snap-gene-211.26	Belongs to the FPP GGPP synthase family
3917	VaccDscaff20-snap-gene-211.24	Belongs to the cullin family
3918	VaccDscaff20-snap-gene-211.25	Protein of unknown function (DUF1365)
3919	VaccDscaff20-augustus-gene-212.17	Belongs to the NPH3 family
3920	VaccDscaff20-augustus-gene-212.15	CSC1-like protein ERD4
3921	VaccDscaff20-augustus-gene-212.18	-
3922	VaccDscaff20-snap-gene-213.23	transfer
3923	VaccDscaff20-snap-gene-213.24	Serine threonine-protein phosphatase 6 regulatory subunit
3924	VaccDscaff20-snap-gene-213.22	Cationic amino acid transporter
3925	VaccDscaff20-augustus-gene-213.21	homeobox-leucine zipper protein
3926	VaccDscaff20-snap-gene-214.21	Nuclear transcription factor Y subunit
3927	VaccDscaff20-snap-gene-215.16	isoform X1
3928	VaccDscaff20-augustus-gene-216.21	Belongs to the peptidase A1 family
3929	VaccDscaff20-snap-gene-217.14	Amino-transferase class IV
3930	VaccDscaff20-processed-gene-217.2	Glutamine phosphoribosylpyrophosphate amidotransferase
3931	VaccDscaff20-augustus-gene-218.25	Pentatricopeptide repeat-containing protein At2g20710, mitochondrial-like
3932	VaccDscaff20-snap-gene-218.34	Spinocerebellar ataxia type 10 protein domain
3933	VaccDscaff20-snap-gene-218.37	S-adenosyl-L-methionine-dependent protein-lysine N- methyltransferase that methylates elongation factor 1-alpha
3934	VaccDscaff20-processed-gene-218.15	E3 ubiquitin-protein ligase BAH1-like
3935	VaccDscaff20-snap-gene-218.32	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
3936	VaccDscaff20-snap-gene-218.41	Glutamate carboxypeptidase 2
3937	VaccDscaff20-snap-gene-218.40	Ribosomal protein S6
3938	VaccDscaff20-augustus-gene-219.23	ADP-ribosylation factor GTPase-activating protein
3939	VaccDscaff20-processed-gene-219.21	Caffeoylshikimate esterase-like
3940	VaccDscaff20-augustus-gene-220.17	LRR receptor-like serine threonine-protein kinase
3941	VaccDscaff20-processed-gene-220.9	Hydrolyzes ATP, and can also hydrolyze GTP with lower efficiency. Has lower affinity for GTP
3942	VaccDscaff20-processed-gene-220.1	receptor-like protein kinase
3943	VaccDscaff20-snap-gene-221.17	Small RNA
3944	VaccDscaff20-augustus-gene-221.16	Tetratricopeptide repeat
3945	VaccDscaff20-snap-gene-222.15	Belongs to the sterol desaturase family
3946	VaccDscaff20-processed-gene-222.0	Ethylene-responsive nuclear protein
3947	VaccDscaff20-processed-gene-222.3	Pentatricopeptide repeat domain
3948	VaccDscaff20-processed-gene-223.7	wall-associated receptor kinase-like
3949	VaccDscaff20-snap-gene-223.30	Belongs to the sterol desaturase family
3950	VaccDscaff20-processed-gene-223.5	wall-associated receptor kinase-like
3951	VaccDscaff20-snap-gene-224.20	wall-associated receptor kinase-like
3952	VaccDscaff20-snap-gene-224.19	Wall-associated receptor kinase
3953	VaccDscaff20-processed-gene-224.1	wall-associated receptor kinase-like
3954	VaccDscaff20-augustus-gene-225.24	UDP-arabinose 4-epimerase
3955	VaccDscaff20-snap-gene-225.27	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. The coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins
3956	VaccDscaff20-processed-gene-225.7	Belongs to the oxygen-dependent FAD-linked oxidoreductase family
3957	VaccDscaff20-augustus-gene-226.16	Belongs to the Casparian strip membrane proteins (CASP) family
3958	VaccDscaff20-snap-gene-226.18	LSD1 zinc finger
3959	VaccDscaff20-augustus-gene-226.13	Belongs to the SNF7 family
3960	VaccDscaff20-snap-gene-227.16	Polygalacturonase
3961	VaccDscaff20-snap-gene-227.14	Aminoacyl tRNA synthase complex-interacting multifunctional protein
3962	VaccDscaff20-augustus-gene-227.11	uridine nucleosidase
3963	VaccDscaff20-snap-gene-228.19	chromatin remodeling
3964	VaccDscaff20-augustus-gene-228.13	Polygalacturonase-like
3965	VaccDscaff20-snap-gene-228.18	Potassium transporter
3966	VaccDscaff20-augustus-gene-228.12	Polygalacturonase
3967	VaccDscaff20-augustus-gene-229.8	Copper-transporting ATPase
3968	VaccDscaff20-snap-gene-229.9	FKBP-type peptidyl-prolyl cis-trans isomerase
3969	VaccDscaff20-augustus-gene-230.19	A domain family that is part of the cupin metalloenzyme superfamily.
3970	VaccDscaff20-snap-gene-230.24	60S ribosomal protein
3971	VaccDscaff20-snap-gene-232.33	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
3972	VaccDscaff20-processed-gene-232.1	Pentatricopeptide repeat-containing protein
3973	VaccDscaff20-snap-gene-232.38	RNAse P Rpr2/Rpp21/SNM1 subunit domain
3974	VaccDscaff20-processed-gene-232.20	cationic amino acid transporter
3975	VaccDscaff20-snap-gene-233.22	Belongs to the 'GDSL' lipolytic enzyme family
3976	VaccDscaff20-augustus-gene-234.16	protein UNUSUAL FLORAL
3977	VaccDscaff20-augustus-gene-234.17	Glycosyl transferase family 2
3978	VaccDscaff20-snap-gene-234.24	AtCEST,CEST
3979	VaccDscaff20-snap-gene-234.25	AAA-type ATPase family protein
3980	VaccDscaff20-snap-gene-235.15	coproporphyrinogen-III oxidase
3981	VaccDscaff20-augustus-gene-235.14	Alternative NAD(P)H-ubiquinone oxidoreductase C1, chloroplastic
3982	VaccDscaff20-snap-gene-235.16	N-acylneuraminate-9-phosphatase activity
3983	VaccDscaff20-augustus-gene-236.19	Thioredoxin-like protein HCF164
3984	VaccDscaff20-augustus-gene-236.21	Belongs to the glycosyltransferase 1 family
3985	VaccDscaff20-augustus-gene-236.22	Belongs to the glycosyl hydrolase 5 (cellulase A) family
3986	VaccDscaff20-augustus-gene-236.20	Belongs to the class-I aminoacyl-tRNA synthetase family
3987	VaccDscaff20-snap-gene-237.23	SCY1-like protein 2
3988	VaccDscaff20-snap-gene-237.24	Whirly transcription factor
3989	VaccDscaff20-snap-gene-238.29	pfi,tfc e
3990	VaccDscaff20-augustus-gene-238.25	DEAD-box ATP-dependent RNA helicase
3991	VaccDscaff20-processed-gene-238.9	Ethylene-responsive transcription factor ERF022-like
3992	VaccDscaff20-processed-gene-238.6	transcription factor
3993	VaccDscaff20-snap-gene-239.23	Alpha beta hydrolase domain-containing protein
3994	VaccDscaff20-processed-gene-239.0	transcription factor
3995	VaccDscaff20-snap-gene-239.26	Non-catalytic subunit of the queuine tRNA- ribosyltransferase (TGT) that catalyzes the base-exchange of a guanine (G) residue with queuine (Q) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, - His and -Tyr), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2-cyclopenten-1-yl)amino)methyl)-7- deazaguanosine)
3996	VaccDscaff20-augustus-gene-239.20	-
3997	VaccDscaff20-processed-gene-239.1	Pentatricopeptide repeat-containing protein
3998	VaccDscaff20-snap-gene-240.18	Protein NRT1 PTR FAMILY
3999	VaccDscaff20-augustus-gene-240.13	Bifunctional epoxide hydrolase 2-like
4000	VaccDscaff20-augustus-gene-240.16	Polygalacturonase-like
4001	VaccDscaff20-snap-gene-241.26	Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane. SRP9 together with SRP14 and the Alu portion of the SRP RNA, constitutes the elongation arrest domain of SRP. The complex of SRP9 and SRP14 is required for SRP RNA binding
4002	VaccDscaff20-augustus-gene-241.19	Transmembrane amino acid transporter protein
4003	VaccDscaff20-snap-gene-241.28	phosphotransfer protein
4004	VaccDscaff20-snap-gene-241.29	Belongs to the class-I aminoacyl-tRNA synthetase family
4005	VaccDscaff20-snap-gene-242.23	ATP-dependent protease La (LON) substrate-binding domain
4006	VaccDscaff20-augustus-gene-242.21	Protein kinase domain
4007	VaccDscaff20-snap-gene-242.24	Protein SAWADEE HOMEODOMAIN HOMOLOG
4008	VaccDscaff20-processed-gene-242.7	Lachrymatory-factor synthase-like
4009	VaccDscaff20-snap-gene-242.26	Cytochrome p450
4010	VaccDscaff20-processed-gene-244.2	Lachrymatory-factor synthase-like
4011	VaccDscaff20-snap-gene-245.34	peptidyl-tRNA hydrolase
4012	VaccDscaff20-augustus-gene-245.33	Transcriptional activator that specifically binds 5'- GATA-3' or 5'-GAT-3' motifs within gene promoters
4013	VaccDscaff20-augustus-gene-245.31	Regulator of chromosome condensation
4014	VaccDscaff20-snap-gene-246.16	Thioredoxin-related transmembrane protein
4015	VaccDscaff20-snap-gene-246.19	Probably inactive leucine-rich repeat receptor-like protein kinase
4016	VaccDscaff20-snap-gene-246.20	-
4017	VaccDscaff20-augustus-gene-247.24	transcriptional regulatory protein
4018	VaccDscaff20-snap-gene-247.27	Aminopeptidase
4019	VaccDscaff20-augustus-gene-247.26	Carotenoid cleavage dioxygenase 8 homolog B
4020	VaccDscaff20-snap-gene-249.25	Exosome complex exonuclease RRP46 homolog
4021	VaccDscaff20-augustus-gene-249.24	Belongs to the MIP aquaporin (TC 1.A.8) family
4022	VaccDscaff20-augustus-gene-249.23	glycosyltransferase
4023	VaccDscaff20-augustus-gene-250.22	D-arabinono-1,4-lactone oxidase
4024	VaccDscaff20-augustus-gene-250.21	Lactoylglutathione lyase
4025	VaccDscaff20-snap-gene-250.31	tocopherol cyclase
4026	VaccDscaff20-augustus-gene-250.26	Involved in the synthesis of glucuronoxylan hemicellulose in secondary cell walls
4027	VaccDscaff20-augustus-gene-250.27	Organic cation carnitine transporter
4028	VaccDscaff20-snap-gene-251.35	Prolyl oligopeptidase family
4029	VaccDscaff20-snap-gene-251.41	Branched-chain-amino-acid aminotransferase-like protein 3
4030	VaccDscaff20-processed-gene-251.18	TOM1-like protein
4031	VaccDscaff20-augustus-gene-252.34	Aspartate aminotransferase
4032	VaccDscaff20-augustus-gene-252.31	Aspartate aminotransferase
4033	VaccDscaff20-processed-gene-252.15	arabinosyltransferase ARAD1
4034	VaccDscaff20-snap-gene-252.43	Myb-like DNA-binding domain
4035	VaccDscaff20-snap-gene-253.30	La protein
4036	VaccDscaff20-augustus-gene-253.27	Sulfite exporter TauE/SafE
4037	VaccDscaff20-augustus-gene-253.25	Sulfite exporter TauE/SafE
4038	VaccDscaff20-augustus-gene-254.26	exocyst complex component
4039	VaccDscaff20-snap-gene-254.28	exocyst complex component
4040	VaccDscaff20-snap-gene-255.37	Belongs to the disease resistance NB-LRR family
4041	VaccDscaff20-processed-gene-255.3	disease resistance
4042	VaccDscaff20-snap-gene-256.35	-
4043	VaccDscaff20-snap-gene-256.34	TMV resistance protein N-like
4044	VaccDscaff20-snap-gene-256.31	atrbl11,rbl11
4045	VaccDscaff20-snap-gene-256.32	Vam6 Vps39-like protein
4046	VaccDscaff20-snap-gene-256.33	Belongs to the glucose-6-phosphate 1-epimerase family
4047	VaccDscaff20-snap-gene-256.36	Pentatricopeptide repeat-containing protein
4048	VaccDscaff20-processed-gene-256.8	Pentatricopeptide repeat-containing protein
4049	VaccDscaff20-snap-gene-257.34	-
4050	VaccDscaff20-snap-gene-257.30	Belongs to the glucose-6-phosphate 1-epimerase family
4051	VaccDscaff20-augustus-gene-257.23	TMV resistance protein
4052	VaccDscaff20-snap-gene-257.35	Pentatricopeptide repeat-containing protein
4053	VaccDscaff20-processed-gene-258.6	Pentatricopeptide repeat-containing protein
4054	VaccDscaff20-augustus-gene-259.15	TMV resistance protein N-like
